Symbol,DY,PB,PCYH,PCYL,PE,PEG,PS,SR,SECTOR
ALLY,1.67,0.66,-0.1909,0.2877,8.98,0.85,1.51,3.29,Finance
ALDW,7.09,5.89,-0.1101,0.4509,28.53,-0.31,0.35,0.27,Energy
MO,3.29,11.73,-0.027999999999999997,0.2234,10.07,2.87,7.41,1.89,Consumer Non-Durables
ACH,0.0,1.34,-0.1516,0.6274000000000001,67.14,0.0,0.32,1.75,Basic Industries
ABEV,1.58,6.09,-0.09699999999999999,0.22769999999999999,24.45,8.67,6.3,1.79,Consumer Non-Durables
AMC,3.42,1.18,-0.3072,0.0679,28.2,6.99,0.82,1.29,Consumer Services
AEE,3.14,1.92,-0.0165,0.19879999999999998,21.05,3.33,2.29,4.71,Public Utilities
AMRC,0.0,1.1,-0.0552,0.6156,30.58,3.08,0.5,3.98,Basic Industries
AMOV,3.31,3.69,-0.0098,0.49579999999999996,26.13,0.0,0.99,0.29,Public Utilities
AMX,1.67,3.72,-0.0109,0.4828,26.35,0.77,1.0,2.96,Public Utilities
AAT,2.63,2.2,-0.14980000000000002,0.050300000000000004,55.61,17.12,6.34,2.55,Consumer Services
AXL,0.0,1.84,-0.2833,0.2078,4.66,-0.22,0.42,7.24,Capital Goods
ACC,3.69,1.83,-0.1334,0.058899999999999994,72.63,2.32,8.21,3.47,Consumer Services
AEO,4.38,1.81,-0.4118,0.08900000000000001,10.64,-6.29,0.56,5.82,Consumer Services
AEP,3.33,1.97,-0.0063,0.2242,49.7,8.09,2.14,2.21,Public Utilities
AEL,0.97,0.9,-0.11,0.9067000000000001,12.0,1.0,0.81,3.46,Finance
AXP,1.65,3.31,-0.0554,0.3554,13.98,1.87,2.34,3.49,Finance
AFA,0.0,0.42,-0.042199999999999994,0.043,3.19,0.0,0.34,0.0,Finance
AFG,1.27,1.67,-0.0173,0.43119999999999997,12.5,1.86,1.34,2.07,Finance
AFGE,0.0,0.45,-0.0507,0.09910000000000001,3.4,0.0,0.36,0.0,Finance
AFW,0.0,0.43,-0.0541,0.0144,3.2,0.0,0.34,0.0,Finance
AIG,2.03,0.8,-0.0581,0.3127,129.17,0.08,1.12,2.16,Finance
AWR,2.12,3.36,-0.0239,0.2202,27.07,5.35,3.79,5.66,Public Utilities
AMT,1.89,8.15,-0.0132,0.3148,63.31,1.92,9.11,3.54,Consumer Services
AVD,0.26,1.79,-0.14,0.32,37.39,1.95,1.64,9.29,Basic Industries
AWK,2.14,2.61,-0.09050000000000001,0.11699999999999999,28.93,3.33,4.18,4.9,Public Utilities
APU,8.65,4.1,-0.12210000000000001,0.0363,35.76,1.87,1.72,7.49,Consumer Services
AMP,2.71,3.01,-0.09539999999999998,0.44020000000000004,14.89,0.76,1.57,2.26,Finance
ABC,1.6,7.86,-0.037000000000000005,0.3308,17.66,1.76,0.13,10.38,Health Care
ANFI,0.0,0.78,-0.4483,0.053099999999999994,5.41,0.16,0.33,10.76,Consumer Non-Durables
AMN,0.0,3.66,-0.2054,0.375,15.75,1.2,0.9,7.72,Technology
APH,0.86,6.15,-0.0008,0.3568,26.53,3.35,3.56,4.53,Capital Goods
BETR,0.0,11.4,-0.4689,0.1845,36.51,1.12,2.27,14.17,Consumer Non-Durables
AME,0.59,4.13,-0.008100000000000001,0.4064,27.43,1.98,3.6,3.04,Consumer Durables
AFSS,0.0,1.81,-0.054299999999999994,0.1232,14.54,0.0,0.77,0.0,Finance
AU,0.87,1.71,-0.4919,0.25429999999999997,77.6,0.0,1.14,1.03,Basic Industries
BUD,3.58,3.21,-0.1293,0.20559999999999998,86.55,1.24,4.67,1.55,Consumer Non-Durables
AXE,0.0,1.92,-0.1369,0.47479999999999994,19.92,1.42,0.33,1.79,Consumer Non-Durables
NLY,10.18,1.05,-0.0207,0.2024,4.42,-1.56,3.93,2.92,Consumer Services
AM,3.49,4.38,-0.0409,0.4242,25.24,0.6,10.21,11.58,Public Utilities
ANTM,1.43,1.84,-0.0074,0.5941,17.74,1.35,0.55,5.05,Health Care
ANH,10.03,0.98,-0.0017000000000000001,0.3378,11.48,52.45,7.94,3.92,Consumer Services
AON,1.1,5.95,-0.0045000000000000005,0.293,25.68,2.95,2.92,1.72,Finance
AIV,3.33,4.34,-0.0987,0.1032,16.68,12.17,6.94,3.42,Consumer Services
ARI,9.71,0.9,-0.0467,0.2228,9.91,3.2,8.83,3.52,Consumer Services
APO,7.09,5.68,-0.0079,0.934,9.06,1.12,2.16,0.8,Finance
APLE,6.38,1.2,-0.08900000000000001,0.08779999999999999,26.5,0.0,3.78,4.66,Consumer Services
AIT,1.89,3.39,-0.1065,0.4384,22.63,1.81,0.94,2.79,Consumer Durables
ATR,1.52,4.24,-0.0031,0.1998,25.48,2.58,2.24,6.78,Consumer Non-Durables
WTR,2.34,3.12,-0.0907,0.1623,24.97,4.59,7.14,12.03,Public Utilities
ARMK,1.11,4.03,-0.0332,0.1801,28.44,1.48,0.62,2.22,Consumer Services
ABR,8.78,0.84,-0.08900000000000001,0.2372,7.35,1.07,1.99,0.8,Consumer Services
ABRN,0.0,2.64,-0.0241,0.0265,30.75,0.0,0.33,0.0,Consumer Services
ARCX,12.17,1.01,-0.1724,0.25980000000000003,20.81,10.63,2.68,0.09,Energy
MT,0.0,0.7,-0.20809999999999998,0.7751,7.38,0.62,0.38,0.64,Basic Industries
ARCH,1.94,2.23,-0.1642,1805.7498,1.1,0.0,0.85,7.61,Energy
ADM,3.0,1.42,-0.1134,0.0882,17.97,1.38,0.38,2.98,Consumer Non-Durables
ARCO,0.0,4.43,-0.0451,1.1412,18.96,1.68,0.61,0.31,Consumer Services
ACRE,8.23,0.89,-0.0883,0.1223,8.96,2.45,8.27,1.23,Consumer Services
ARES,2.82,6.46,-0.2065,0.5273,27.5,0.64,3.0,0.38,Finance
AGX,1.15,3.24,-0.2073,0.7972,13.51,0.0,1.4,4.33,Basic Industries
ANET,0.0,8.67,-0.014499999999999999,1.4203000000000001,47.3,1.91,8.72,6.21,Technology
AHH,5.77,1.42,-0.1561,0.09269999999999999,27.42,6.42,1.72,3.56,Finance
ARR,8.8,1.0,-0.0031,0.3908,3.51,-1.22,3.0,4.95,Consumer Services
AFI,0.0,0.86,-0.18510000000000001,0.2087,236.84,0.6,0.44,0.85,Consumer Non-Durables
AWI,0.0,8.13,-0.125,0.1561,16.1,1.53,1.74,0.0,Consumer Non-Durables
ARW,0.0,1.48,-0.0426,0.2799,12.9,1.13,0.28,2.81,Consumer Non-Durables
AJG,2.71,2.82,-0.0121,0.3011,24.15,1.72,1.83,5.02,Finance
APAM,8.48,9.98,-0.1522,0.16010000000000002,17.86,2.26,1.91,6.44,Finance
ABG,0.0,3.96,-0.20850000000000002,0.1832,7.18,0.54,0.18,6.49,Consumer Durables
AHP,5.16,0.73,-0.4382,0.0092,18.77,1.22,0.68,0.48,Consumer Services
AHL,1.88,1.05,-0.11939999999999999,0.17629999999999998,22.42,0.74,1.09,1.27,Finance
ASB,1.97,1.24,-0.08990000000000001,0.5458,18.13,1.86,3.67,4.72,Finance
AIZ,2.11,1.33,-0.0636,0.2647,12.11,0.72,0.79,4.78,Finance
AGO,1.45,0.73,-0.0806,0.685,4.57,3.07,2.88,3.18,Finance
AF,0.84,1.19,-0.1316,0.3331,32.54,7.42,4.89,1.38,Finance
AZN,5.53,6.69,-0.034,0.3249,25.36,2.53,3.9,6.76,Health Care
HOME,0.0,2.16,-0.027200000000000002,0.8597,39.48,0.94,1.51,10.99,Consumer Services
T,5.13,1.9,-0.1315,0.055999999999999994,18.64,1.66,1.45,6.65,Public Utilities
ATTO,0.0,1.75,-0.0095,0.5255,55.88,1.12,0.43,2.44,Public Utilities
ATH,0.0,1.31,-0.1082,0.1362,9.03,0.83,1.98,9.9,Finance
ATKR,0.0,4.45,-0.2125,0.5173,19.06,1.12,0.9,0.28,Miscellaneous
ATO,2.17,2.28,-0.0054,0.20929999999999999,22.04,3.31,2.46,2.19,Public Utilities
ATW,0.0,0.16,-0.4743,0.32030000000000003,1.98,0.34,0.74,6.72,Energy
AUO,2.83,0.6,-0.138,0.4164,4.48,0.06,0.33,9.06,Technology
ATHM,0.0,5.04,-0.0085,1.2272,26.32,96.31,5.45,1.78,Technology
ALV,2.22,2.47,-0.1304,0.17550000000000002,16.8,2.1,0.93,9.11,Capital Goods
AN,0.0,1.62,-0.2748,0.027999999999999997,9.29,0.97,0.18,6.75,Consumer Durables
AVB,2.96,2.57,-0.0144,0.2084,25.49,7.97,12.91,7.61,Consumer Services
AGR,3.82,0.92,-0.031200000000000002,0.2784,21.36,2.26,2.29,2.56,Public Utilities
AVY,2.15,7.33,-0.0033,0.2296,22.13,1.64,1.2,5.65,Consumer Durables
AVH,1.88,0.63,-0.363,0.3872,28.02,0.0,0.21,0.41,Transportation
AVA,3.35,1.63,-0.0584,0.12710000000000002,19.36,3.91,1.88,4.23,Public Utilities
AVT,1.95,0.91,-0.2876,0.0203,8.82,-2.34,0.18,3.86,Consumer Non-Durables
AVX,2.69,1.24,-0.0722,0.2636,21.92,2.53,2.09,3.67,Capital Goods
AXTA,0.0,6.05,-0.039900000000000005,0.3078,105.1,1.43,1.84,1.97,Basic Industries
AXS,2.33,1.09,-0.08539999999999999,0.2661,13.49,5.25,1.33,3.26,Finance
AZZ,1.25,2.67,-0.19390000000000002,0.0703,23.52,1.95,1.65,0.01,Consumer Durables
BGS,4.62,3.39,-0.23920000000000002,0.0415,24.03,2.32,1.84,9.66,Consumer Non-Durables
BMI,1.18,4.35,-0.062400000000000004,0.3345,34.6,1.98,2.87,10.55,Capital Goods
BLL,0.98,3.95,-0.5052,0.034300000000000004,30.28,1.7,1.46,6.47,Consumer Durables
BANC,2.54,1.35,-0.129,0.8527,11.33,1.39,1.76,12.02,Finance
BBVA,6.68,1.05,-0.0391,0.6265,13.35,0.0,2.35,1.1,Finance
BBD,0.87,1.54,-0.17739999999999997,0.5382,9.22,0.66,2.08,1.24,Finance
BBDO,0.11,1.51,-0.21359999999999998,0.2988,9.35,0.0,2.05,0.06,Finance
BCH,3.4,2.87,-0.0028000000000000004,0.33549999999999996,14.44,2.47,5.85,0.89,Finance
BLX,5.59,1.06,-0.10189999999999999,0.1165,12.34,0.67,8.12,4.61,Finance
BSBR,0.75,1.04,-0.3396,0.6441,12.36,0.83,2.66,0.63,Finance
BSAC,4.32,2.59,-0.0286,0.392,15.51,1.48,5.71,1.87,Finance
SAN,3.55,0.96,-0.0572,0.8306,14.39,0.0,2.48,1.72,Finance
CIB,2.98,1.46,-0.0447,0.3909,10.91,2.4,2.89,3.45,Finance
BXS,1.69,1.6,-0.09880000000000001,0.4244,18.52,3.58,3.65,7.08,Finance
BAC,1.29,0.95,-0.0992,0.9286,14.3,1.16,2.99,1.19,Finance
BOH,2.53,2.81,-0.138,0.20489999999999997,18.33,2.01,5.52,15.94,Finance
BMO,3.64,1.48,-0.1309,0.11259999999999999,11.62,3.65,2.83,5.16,Finance
NTB,3.86,2.43,-0.0623,0.39490000000000003,23.83,1.95,4.36,0.25,Finance
BK,1.6,1.38,-0.043,0.3273,14.58,1.23,3.2,1.48,Finance
BNS,3.9,1.74,-0.1032,0.18510000000000001,13.0,2.78,3.79,7.65,Finance
BKU,2.49,1.43,-0.17980000000000002,0.2075,15.61,0.97,3.82,2.92,Finance
BCS,3.42,0.56,-0.1054,0.5947,20.42,0.0,1.8,1.6,Finance
BNED,0.0,0.61,-0.2837,0.0766,188.4,3.64,0.24,5.15,Consumer Services
BKS,8.76,0.84,-0.5011,0.0382,130.77,2.64,0.13,6.81,Consumer Services
B,1.0,2.48,-0.0040999999999999995,0.8079000000000001,21.24,2.11,2.35,3.8,Capital Goods
CUDA,0.0,187.69,-0.15960000000000002,0.6125,118.05,1.47,3.41,1.63,Technology
ABX,0.52,2.21,-0.30210000000000004,0.1861,13.54,-2.29,2.2,0.99,Basic Industries
BAX,1.08,3.7,-0.013000000000000001,0.3889,17.35,2.01,3.13,3.27,Health Care
BBT,2.81,1.28,-0.14679999999999999,0.2956,16.63,2.71,3.3,3.09,Finance
BFR,2.76,3.03,-0.1389,0.1673,14.39,0.37,3.0,0.99,Finance
BCE,4.77,3.72,-0.0789,0.0796,18.7,8.89,2.53,6.61,Public Utilities
BDX,1.56,5.0,-0.0064,0.1562,30.97,2.0,3.23,4.24,Health Care
BDC,0.29,2.01,-0.1356,0.2789,26.45,4.67,1.25,6.7,Basic Industries
BEL,0.0,1.83,-0.1522,0.34909999999999997,64.81,10.21,2.28,4.94,Consumer Services
BMS,2.72,3.26,-0.15869999999999998,0.0401,18.37,2.7,1.02,8.92,Consumer Durables
BHE,0.0,1.16,-0.0433,0.5928,25.4,1.75,0.69,4.66,Technology
BHLB,2.27,1.19,-0.0492,0.4819,20.42,1.62,4.25,1.92,Finance
BERY,0.0,10.77,-0.0009,0.6751999999999999,25.42,1.26,1.15,2.88,Consumer Non-Durables
BBY,1.93,4.05,-0.0481,1.0504,15.5,1.37,0.48,6.77,Consumer Services
BGCA,0.0,8.55,-0.0617,0.004699999999999999,67.54,0.0,2.77,0.0,Finance
BHP,2.98,1.7,-0.1424,0.3918,38.45,0.0,2.78,3.73,Basic Industries
BBL,3.45,1.47,-0.1747,0.38130000000000003,33.15,0.0,2.4,0.7,Energy
BIG,2.07,3.29,-0.11939999999999999,0.1743,14.99,1.1,0.42,9.36,Consumer Services
BH,0.0,1.54,-0.207,0.0454,14.67,6.61,0.94,4.94,Consumer Services
BIO,0.0,2.42,-0.014499999999999999,0.6256,234.59,5.42,3.13,4.54,Capital Goods
BKH,2.56,2.22,-0.006999999999999999,0.2663,34.24,1.61,2.21,13.93,Public Utilities
BKHU,0.0,2.51,-0.0083,0.22460000000000002,55.19,0.0,0.25,0.0,Public Utilities
BKFS,0.0,3.04,-0.0652,0.19329999999999997,57.17,2.04,2.59,42.55,Technology
BSM,7.03,4.43,-0.1677,0.16079999999999997,48.19,1.04,10.49,2.89,Energy
BLK,2.46,2.27,-0.0022,0.2815,20.0,1.49,5.83,3.38,Finance
BCRH,6.61,0.88,-0.12390000000000001,0.0729,11.92,1.19,3.77,1.15,Finance
BWP,2.2,1.0,-0.038,0.14150000000000001,14.53,2.52,3.43,21.02,Public Utilities
BA,3.04,1191.53,-0.0054,0.5251,22.99,1.1,1.22,4.06,Capital Goods
BCC,0.0,1.76,-0.1916,0.5169,24.32,0.92,0.26,2.31,Consumer Services
BOOT,0.0,1.19,-0.5371,0.0768,17.0,1.62,0.34,16.1,Consumer Services
BAH,1.58,10.17,-0.0038,0.4285,23.57,2.39,1.0,2.17,Consumer Services
BWA,1.39,2.52,-0.0735,0.48950000000000005,61.0,1.41,0.93,7.22,Capital Goods
SAM,0.0,4.06,-0.2585,0.0722,21.41,-3.99,2.01,14.07,Consumer Non-Durables
BXP,2.46,3.37,-0.1574,0.0674,44.78,33.59,7.42,3.29,Consumer Services
BSX,0.0,5.29,-0.0073,0.3889,87.56,2.11,4.35,1.76,Health Care
BYD,0.8,2.88,-0.0083,0.5021,6.92,0.57,1.27,5.98,Consumer Services
BP,6.59,1.22,-0.0587,0.1875,54.18,0.22,0.6,1.85,Energy
BPT,21.97,645.16,-0.38689999999999997,0.5052,8.31,0.0,8.03,4.69,Energy
BRC,2.26,2.92,-0.0802,0.3006,20.3,2.49,1.66,2.37,Consumer Durables
BDN,3.66,1.64,-0.013000000000000001,0.2422,379.13,-138.97,6.0,4.85,Consumer Services
BGG,2.36,1.97,-0.0787,0.33409999999999995,24.42,-0.41,0.56,12.08,Energy
BFAM,0.0,6.25,-0.056799999999999996,0.2986,41.91,1.59,2.84,3.29,Miscellaneous
BCO,0.97,7.89,-0.0068000000000000005,1.3343,44.37,2.36,1.01,1.86,Transportation
BMY,2.87,6.22,-0.3002,0.17300000000000001,18.75,2.01,4.49,2.81,Health Care
BRX,5.56,1.95,-0.3641,0.059500000000000004,19.71,1.62,4.46,2.07,Consumer Services
BR,1.74,9.42,-0.011399999999999999,0.2556,29.44,1.76,2.36,3.17,Miscellaneous
BAM,1.56,1.61,-0.024399999999999998,0.1999,30.51,-2.2,1.35,4.93,Consumer Services
BBU,1.04,2.3232,-0.133885,0.491777,584.063,-0.51,0.3506,1.71,Basic Industries
BOXC,4.9,0.96,-0.059500000000000004,0.295,21.41,0.0,5.83,6.64,Consumer Services
BIP,4.34,2.3,-0.022000000000000002,0.44310000000000005,43.97,1.19,4.46,4.42,Consumer Services
BPY,5.28,0.77,-0.10529999999999999,0.10039999999999999,12.66,0.0,0.84,0.31,Finance
BRO,1.26,2.49,-0.0634,0.2509,22.93,3.94,3.38,2.4,Finance
BRT,0.0,0.67,-0.077,0.15869999999999998,5.62,0.0,1.16,34.88,Consumer Services
BC,1.21,3.32,-0.1134,0.32899999999999996,18.18,0.9,1.07,5.39,Energy
BT,4.62,3.77,-0.3961,0.056900000000000006,16.51,0.0,1.31,2.75,Public Utilities
BPL,7.45,2.12,-0.1325,0.0616,16.73,3.29,2.7,4.7,Energy
BKE,5.93,1.86,-0.414,0.05,8.89,48.7,0.86,13.19,Consumer Services
BBW,0.0,1.68,-0.2681,0.441,297.44,0.66,0.48,4.04,Consumer Services
BG,2.02,1.73,-0.0189,0.4495,21.81,1.28,0.26,2.39,Consumer Non-Durables
BWXT,0.78,23.37,-0.0473,0.4355,26.45,2.16,2.98,0.9,Energy
BCR,0.34,13.37,-0.0015,0.516,39.29,2.29,5.91,3.21,Health Care
CAB,0.0,1.8,-0.1642,0.1813,25.58,1.54,0.89,2.22,Consumer Services
CABO,0.85,8.36,-0.0051,0.5146000000000001,39.04,4.03,4.88,6.5,Consumer Services
CBT,2.39,2.53,-0.1404,0.2475,14.11,1.6,1.3,3.07,Basic Industries
CACI,0.0,1.78,-0.0602,0.4569,19.52,2.75,0.72,2.85,Technology
CADE,0.0,1.51,-0.0392,0.034300000000000004,21.85,0.0,4.98,0.3,Finance
CAE,1.71,2.99,-0.0031,0.373,24.58,3.34,2.19,0.51,Miscellaneous
CAI,0.0,0.8,-0.1174,1.9511,94.41,1.44,1.21,2.0,Technology
CAA,0.43,0.99,-0.105,0.214,9.87,1.2,0.64,14.3,Capital Goods
CAL,1.13,1.7,-0.26030000000000003,0.2089,18.56,0.76,0.4,0.0,Consumer Non-Durables
CCC,1.42,1.87,-0.2447,0.11810000000000001,78.89,3.52,1.33,2.4,Basic Industries
CWT,2.07,2.57,-0.12560000000000002,0.2045,32.81,2.76,2.74,5.04,Public Utilities
ELY,0.31,1.94,-0.0375,0.35259999999999997,6.95,1.21,1.32,1.67,Consumer Non-Durables
CPN,0.0,1.47,-0.1724,0.4301,20.21,15.41,0.64,8.34,Public Utilities
CBM,0.0,4.05,-0.1501,0.3969,20.37,1.18,3.48,6.76,Health Care
CPT,3.58,2.46,-0.08460000000000001,0.1043,9.28,7.68,8.21,3.67,Consumer Services
CPB,2.38,12.0,-0.1315,0.1211,37.22,4.17,2.26,3.72,Consumer Non-Durables
GOOS,0.0,36.06,-0.0379,0.18489999999999998,70.08,5.44,6.22,0.71,Consumer Non-Durables
CM,4.48,1.81,-0.15109999999999998,0.0781,9.06,6.64,2.9,23.19,Finance
CNI,1.67,5.37,-0.0067,0.3818,21.7,4.17,6.5,5.73,Transportation
CNQ,2.29,1.72,-0.1573,0.0694,306.49,0.56,3.79,1.93,Energy
CP,1.05,6.32,-0.01,0.3293,21.6,2.77,5.1,0.95,Transportation
CAJ,3.94,1.52,-0.0003,0.2594,23.38,7.63,1.16,3.35,Miscellaneous
CMD,0.19,6.47,-0.1375,0.183,47.58,2.06,4.32,7.33,Health Care
COF,2.01,0.8,-0.17670000000000002,0.375,12.11,1.27,2.03,3.27,Finance
BXMT,7.92,1.19,-0.0063,0.1841,12.72,2.88,9.65,5.86,Consumer Services
CMO,7.94,0.96,-0.0754,0.1814,16.23,1.32,11.0,4.36,Consumer Services
CAH,2.52,3.49,-0.1452,0.1659,17.45,2.8,0.18,5.06,Health Care
CCP,8.45,1.91,-0.16570000000000001,0.16,14.01,0.0,6.76,8.75,Consumer Services
CSL,1.38,2.59,-0.1232,0.039,27.48,1.09,1.75,3.91,Basic Industries
KMX,0.0,3.88,-0.0635,0.4363,19.85,1.28,0.72,10.16,Consumer Durables
CCL,2.55,2.01,-0.0014000000000000002,0.4755,15.61,1.26,2.76,5.89,Consumer Services
CUK,2.54,2.02,-0.0011,0.4587,15.62,0.0,2.77,2.3,Consumer Services
CRS,1.97,1.47,-0.1948,0.22030000000000002,47.6,1.55,0.98,10.85,Basic Industries
CSV,0.77,2.35,-0.0993,0.1934,21.13,1.1,1.72,20.61,Consumer Services
CRI,1.78,5.22,-0.2625,0.0653,16.58,1.21,1.25,4.08,Consumer Non-Durables
CTLT,0.0,6.88,-0.0058,0.7187,42.39,2.87,2.22,6.86,Health Care
CATO,6.21,1.41,-0.4702,0.0441,16.59,1.35,0.59,3.16,Consumer Services
CBZ,0.0,1.58,-0.056600000000000004,0.5075,18.77,1.2,0.98,2.84,Miscellaneous
CBL,13.14,1.14,-0.451,0.09789999999999999,11.06,2.84,1.38,6.13,Consumer Services
CBG,0.0,3.61,-0.06570000000000001,0.4264,18.8,1.14,0.88,4.38,Finance
CBS,1.17,8.69,-0.1217,0.2596,50.22,0.84,1.94,2.88,Consumer Services
CDR,3.92,1.06,-0.38,0.0416,108.91,3.86,2.8,12.67,Consumer Services
CGI,3.9,0.15,-0.8295999999999999,0.5769,23.84,-0.2,0.05,18.84,Transportation
CE,2.11,4.67,-0.0639,0.43770000000000003,15.18,1.17,2.23,3.52,Basic Industries
CLS,0.0,1.55,-0.06509999999999999,0.5606,14.82,1.06,0.32,0.67,Technology
CEL,0.0,3.2,-0.1251,0.7175,24.23,0.0,1.05,6.46,Public Utilities
CX,0.0,14.46,-0.0941,0.5875,125.07,1.43,9.08,2.66,Capital Goods
CNCO,2.79,1.27,-0.2014,0.0425,13.28,0.0,0.5,3.67,Consumer Services
CNC,0.0,2.14,-0.039,0.4914,18.36,1.22,0.31,2.01,Health Care
CNP,3.8,3.43,-0.0184,0.2978,26.23,3.65,1.47,3.86,Public Utilities
EBR,0.0,0.39,-0.44420000000000004,1.0381,2.42,0.0,0.28,0.58,Public Utilities
CCS,0.0,1.14,-0.0998,0.5490999999999999,10.79,0.41,0.54,1.57,Capital Goods
CTL,8.66,1.03,-0.2586,0.1106,24.31,-4.55,0.79,9.6,Public Utilities
GIB,0.0,3.1,-0.0275,0.20329999999999998,18.82,4.64,1.87,15.21,Consumer Services
CRL,0.0,5.01,-0.0052,0.37799999999999995,27.1,1.61,2.48,5.63,Health Care
CLDT,6.88,1.09,-0.2274,0.16469999999999999,22.54,2.19,2.52,4.53,Consumer Services
CHE,0.52,6.48,-0.0603,0.6041,29.78,2.54,2.04,19.23,Health Care
CC,0.28,22.11,-0.0761,6.3058000000000005,74.34,8.65,1.41,2.02,Basic Industries
CHMI,10.68,0.91,-0.042300000000000004,0.22690000000000002,2.56,-3.14,3.46,1.24,Consumer Services
CHKR,16.75,3.67,-0.33770000000000006,0.3144,11.7,0.0,9.65,1.77,Energy
CHSP,6.82,1.18,-0.1352,0.12539999999999998,21.53,3.71,2.26,3.87,Consumer Services
CPK,1.74,2.65,-0.0087,0.3119,27.13,3.55,2.27,6.1,Public Utilities
CVX,4.11,1.36,-0.12,0.0737,67.96,0.31,1.78,3.33,Energy
CHS,3.33,2.01,-0.4439,0.0516,13.07,0.98,0.51,6.5,Consumer Services
CIM,10.75,0.99,-0.1091,0.2667,5.61,4.67,3.9,3.82,Consumer Services
CO,0.0,2.41,-0.0066,1.1288,47.59,0.0,5.96,2.25,Finance
DL,4.83,8.85,-0.3261,0.039,10.3,-2.18,2.41,0.47,Consumer Services
CEA,1.32,1.13,-0.06860000000000001,0.3461,11.99,0.0,0.57,1.36,Transportation
CGA,0.0,0.13,-0.26789999999999997,0.0424,1.78,0.0,0.17,14.09,Basic Industries
LFC,1.95,2.15,-0.0115,0.6207,32.64,0.0,1.11,2.63,Finance
CHL,3.15,1.61,-0.1301,0.07440000000000001,14.31,0.0,2.2,1.93,Public Utilities
BORN,0.0,0.1158,-0.30208999999999997,0.273505,3.4409,0.0,0.1014,12.04,Consumer Non-Durables
SNP,4.52,0.93,-0.0282,0.2602,11.96,0.0,0.32,1.6,Energy
ZNH,1.69,1.08,-0.0003,0.452,12.82,0.0,0.41,0.71,Transportation
CHA,2.75,0.87,-0.0913,0.1575,15.3,0.0,0.77,1.92,Public Utilities
CHU,0.0,1.04,-0.0097,0.4499,239.0,0.0,0.87,2.94,Public Utilities
CYD,0.0,0.63,-0.1199,0.7248,7.41,0.0,0.33,0.42,Energy
CMG,0.0,9.81,-0.0378,0.3604,148.52,0.37,3.33,5.31,Consumer Services
CHT,4.88,2.21,-0.073,0.14,21.74,0.0,3.64,2.28,Public Utilities
CHD,1.48,6.66,-0.0225,0.2007,27.92,3.22,3.62,4.92,Basic Industries
CIEN,0.0,4.12,-0.1133,0.3837,39.08,0.63,1.24,3.6,Public Utilities
CI,0.02,2.91,-0.0216,0.40240000000000004,21.54,1.26,1.03,0.98,Health Care
CNK,2.95,3.45,-0.09699999999999999,0.242,17.08,1.1,1.52,7.44,Consumer Services
CINR,8.31,3.66,-0.302,0.039599999999999996,12.93,0.0,1.11,1.01,Basic Industries
CIR,0.24,2.5,-0.12689999999999999,0.324,95.22,5.06,1.78,6.66,Capital Goods
C,1.03,0.82,-0.009899999999999999,0.6202000000000001,12.51,1.26,2.67,1.04,Finance
CFG,1.62,0.9,-0.1286,0.8887999999999999,15.96,0.86,3.48,1.71,Finance
CIA,0.0,1.23,-0.48369999999999996,0.0512,48.12,0.0,1.25,18.34,Finance
CIO,7.55,1.89,-0.10619999999999999,0.0892,259.38,-2.44,4.62,2.46,Consumer Services
CIVI,0.0,3.69,-0.30820000000000003,0.0113,34.97,2.26,0.42,10.66,Health Care
CLW,0.0,1.64,-0.32689999999999997,0.067,20.51,2.04,0.45,3.54,Basic Industries
CLX,2.49,43.08,-0.039,0.21350000000000002,26.67,3.67,2.94,4.63,Consumer Durables
CLD,0.0,0.25,-0.5684,1.0778,5.79,-0.55,0.32,2.04,Energy
MYCC,3.98,6.69,-0.2614,0.20370000000000002,216.67,0.59,0.78,2.22,Consumer Services
CMS,2.81,3.04,-0.0019,0.2225,22.57,2.91,2.07,2.0,Public Utilities
CNA,2.18,1.06,-0.0101,0.5647,11.82,2.11,1.31,3.75,Finance
CNHI,1.06,3.39,-0.0060999999999999995,0.8259000000000001,50.8,1.05,0.64,10.94,Capital Goods
CNO,1.76,0.76,-0.0934,0.4329,9.62,1.55,0.86,1.56,Finance
CEO,5.15,0.93,-0.16140000000000002,0.033,1160.3,0.0,2.42,2.79,Energy
CNXC,12.58,2.62,-0.2758,1.0495,13.61,0.0,1.26,0.24,Energy
COH,2.93,4.48,-0.0096,0.35979999999999995,25.02,1.96,2.87,3.09,Consumer Non-Durables
KOF,2.21,2.8,-0.038,0.35950000000000004,23.74,1.4,1.67,1.84,Consumer Non-Durables
KO,3.26,8.48,-0.013500000000000002,0.1382,31.94,4.98,4.77,2.63,Consumer Non-Durables
CCE,3.42,2.73,-0.0051,0.35350000000000004,26.83,1.37,1.76,2.31,Consumer Non-Durables
CDE,0.0,2.22,-0.3985,0.3901,17.85,-0.77,2.42,2.61,Basic Industries
CNS,2.85,6.66,-0.105,0.18309999999999998,18.69,2.53,5.06,11.29,Finance
CFX,0.0,1.64,-0.0331,0.6491,34.7,1.9,1.36,6.36,Capital Goods
CLNS,7.64,1.04,-0.1247,0.4515,70.05,0.0,7.56,2.83,Consumer Services
CXP,3.65,1.05,-0.1202,0.0691,17.5,0.0,6.26,1.46,Consumer Services
CCV,0.0,2.23,-0.0546,0.0687,13.78,0.0,1.5,0.0,Consumer Services
