Symbol,DY,PB,PCYH,PCYL,PE,PEG,PS,SR,SECTOR
CCZ,0.0,2.32,-0.17800000000000002,0.1258,42.75,0.0,5.28,0.0,Consumer Services
CMA,1.51,1.55,-0.0771,0.88,20.06,0.7,4.39,3.17,Finance
FIX,0.86,3.4,-0.1202,0.3397,21.01,1.89,0.8,3.24,Capital Goods
CMC,2.62,1.56,-0.2646,0.24280000000000002,38.23,0.64,0.46,3.73,Basic Industries
CBU,2.33,1.94,-0.1353,0.42700000000000005,23.3,1.49,5.92,19.1,Finance
CHCT,6.21,1.68,-0.0416,0.3599,90.73,0.0,11.36,3.03,Consumer Services
CIG,3.44,0.69,-0.3932,0.6069,31.49,0.0,0.48,0.55,Public Utilities
SBS,0.0,1.19,-0.20679999999999998,0.2696,6.45,1.81,1.31,0.54,Public Utilities
ELP,4.11,0.49,-0.2781,0.3406,7.81,5.51,0.56,6.01,Public Utilities
CCU,2.01,2.94,-0.0304,0.36979999999999996,27.04,1.97,2.02,5.89,Consumer Non-Durables
CODI,8.92,1.19,-0.16670000000000001,0.037000000000000005,104.84,1.51,0.9,2.11,Consumer Durables
CMP,4.41,3.02,-0.2305,0.0359,16.4,4.98,1.87,12.19,Basic Industries
CAG,2.06,3.91,-0.0636,0.17980000000000002,28.39,1.74,1.5,1.22,Consumer Non-Durables
CXO,0.0,2.21,-0.1103,0.1483,90.35,4.04,9.76,3.61,Energy
CNNX,5.36,3.68,-0.16670000000000001,0.3912,13.09,1.47,5.67,0.78,Public Utilities
ED,3.36,1.73,-0.0036,0.19399999999999998,18.91,5.05,2.06,6.37,Public Utilities
STZ,1.15,5.09,-0.0276,0.2565,24.06,1.42,4.79,2.51,Consumer Non-Durables
TCS,0.0,1.21,-0.3189,0.5146999999999999,18.32,1.5,0.33,14.01,Consumer Services
CBPX,0.0,3.06,-0.08220000000000001,0.327,22.36,1.04,2.05,1.18,Capital Goods
VLRS,0.0,2.86,-0.3165,0.20829999999999999,17.11,-38.77,1.1,0.34,Transportation
CVG,1.66,1.7,-0.2225,0.1931,17.86,1.3,0.78,4.67,Technology
COO,0.03,3.79,-0.006500000000000001,0.37,35.84,1.57,5.3,2.56,Health Care
CTB,1.16,1.74,-0.1888,0.2325,8.93,-14.41,0.66,8.27,Consumer Durables
CPS,0.0,2.66,-0.056100000000000004,0.506,14.07,2.12,0.56,3.27,Capital Goods
CPA,1.82,2.45,-0.11199999999999999,1.2996,14.74,0.14,2.07,4.65,Transportation
CLB,2.2,29.59,-0.2299,0.0666,68.02,1.14,7.38,16.27,Energy
CXW,5.73,2.45,-0.1483,1.3163999999999998,15.84,1.65,1.94,4.62,Consumer Services
CLGX,0.0,3.64,-0.0263,0.2327,40.0,1.58,1.91,3.21,Technology
CORR,8.53,1.2,-0.060899999999999996,0.5071,13.98,7.96,4.7,7.96,Consumer Services
COR,3.11,11.0,-0.0144,0.5885,62.39,2.66,8.24,8.98,Consumer Services
GLW,2.1,1.69,-0.0141,0.5519,7.77,1.81,2.79,3.31,Basic Industries
OFC,3.22,2.47,-0.0246,0.3527,278.6,4.97,5.89,4.12,Consumer Services
CZZ,1.06,0.95,-0.23370000000000002,0.3788,40.9,0.0,0.49,2.07,Consumer Non-Durables
CMRE,5.71,0.59,-0.32539999999999997,0.39049999999999996,11.75,-0.83,1.41,1.79,Transportation
COTV,0.0,3.71,-0.10619999999999999,1.196,52.86,2.19,5.63,0.93,Miscellaneous
CUZ,2.79,1.38,-0.0329,0.21230000000000002,42.86,0.0,10.8,2.41,Consumer Services
CPF,2.32,1.85,-0.087,0.39990000000000003,19.51,2.37,4.59,3.07,Finance
CPL,1.65,3.12,-0.0492,0.6008,30.15,0.0,1.26,1.09,Public Utilities
CR,1.72,3.73,-0.0635,0.4268,35.04,1.89,1.65,1.6,Capital Goods
CRH,1.93,1.98,-0.0613,0.38299999999999995,21.96,0.0,1.01,0.78,Capital Goods
CRT,6.2,9.51,-0.23800000000000002,0.1128,16.91,0.0,14.35,0.68,Energy
CAPL,10.32,3.91,-0.15,0.0509,113.64,39.89,0.43,1.5,Energy
CCI,3.7,5.04,-0.0037,0.2952,87.95,3.95,9.4,2.62,Consumer Services
CCK,0.0,14.57,-0.0077,0.18760000000000002,15.17,1.98,0.95,3.74,Consumer Durables
CRY,0.0,2.87,-0.0943,0.6079,59.25,1.43,3.35,2.66,Health Care
CSRA,1.29,15.34,-0.09179999999999999,0.38770000000000004,16.55,1.59,1.01,1.97,Technology
CSS,3.08,0.79,-0.1069,0.1252,7.16,1.99,0.74,2.2,Consumer Services
CST,0.52,2.95,-0.0029,0.29359999999999997,11.99,6.2,0.38,3.84,Consumer Durables
CTS,0.77,2.1,-0.1593,0.2752,20.05,1.63,1.71,5.13,Technology
CUBE,4.27,2.79,-0.22920000000000001,0.0596,49.53,4.79,8.75,5.4,Consumer Services
CFR,2.43,2.02,-0.053099999999999994,0.5943999999999999,18.8,1.45,5.42,7.48,Finance
CFI,1.01,2.74,-0.1548,0.2167,20.22,1.8,1.26,5.88,Basic Industries
CMI,2.63,3.64,-0.041100000000000005,0.48710000000000003,17.96,1.58,1.46,2.65,Energy
CW,0.58,2.99,-0.1699,0.14029999999999998,21.49,2.4,1.86,2.19,Technology
CUBI,0.0,1.35,-0.21420000000000003,0.2193,12.05,0.0,3.26,6.81,Finance
CUBS,0.0,1.22,-0.0508,0.0123,10.93,0.0,2.94,0.0,Finance
CVI,9.64,2.15,-0.1999,0.7232,28.71,-2.67,0.33,5.77,Energy
CVRR,0.0,1.06,-0.2032,0.8181999999999999,9.82,0.37,0.29,6.85,Energy
CVS,2.63,2.31,-0.22329999999999997,0.1059,15.98,1.64,0.43,5.58,Health Care
DHI,1.2,1.73,-0.042,0.24050000000000002,12.89,1.08,0.95,2.76,Capital Goods
CB,1.93,1.36,-0.0044,0.1748,14.01,2.87,2.07,4.34,Finance
DAN,1.18,2.72,-0.042800000000000005,1.099,4.48,2.28,0.48,2.62,Capital Goods
DHR,0.66,2.47,-0.040999999999999995,0.1496,25.72,2.48,3.42,3.1,Capital Goods
DQ,0.0,0.81,-0.1902,0.24100000000000002,4.06,0.0,0.94,0.89,Technology
DRI,2.54,5.55,-0.013300000000000001,0.4782,22.46,1.88,1.56,9.06,Consumer Services
DAR,0.0,1.33,-0.0301,0.3997,24.82,9.61,0.76,2.46,Consumer Non-Durables
DVA,0.0,2.51,-0.17800000000000002,0.1881,10.63,1.38,0.87,0.15,Health Care
DCP,8.71,0.72,-0.16,0.1492,21.15,13.27,2.37,12.17,Public Utilities
DCT,2.34,2.61,-0.012199999999999999,0.2372,67.29,-3.0,11.91,5.85,Consumer Services
DF,1.95,2.82,-0.17300000000000001,0.1759,23.87,1.52,0.21,9.08,Consumer Non-Durables
DECK,0.0,1.89,-0.039,0.5275,377.58,6.49,1.01,6.6,Consumer Non-Durables
DE,1.96,5.1,-0.006500000000000001,0.6003000000000001,22.1,0.74,1.46,6.26,Capital Goods
DLPH,1.34,9.0,-0.0232,0.5075999999999999,20.39,1.03,1.37,3.4,Capital Goods
DAL,1.61,2.83,-0.0371,0.5583,9.37,2.4,0.93,0.02,Transportation
DEL,0.57,3.39,-0.182,0.31420000000000003,85.59,0.0,3.83,9.93,Basic Industries
DLX,1.77,3.61,-0.1032,0.1451,14.68,1.74,1.75,21.68,Consumer Durables
DVN,0.67,2.91,-0.2934,0.0917,60.81,-3.56,1.62,1.88,Energy
DV,0.98,1.4,-0.0934,1.4022999999999999,34.2,0.0,1.26,17.12,Consumer Services
DEO,2.49,6.29,-0.0091,0.22030000000000002,25.31,0.0,5.27,2.44,Consumer Non-Durables
DRH,4.46,1.23,-0.0667,0.3069,21.13,-2.41,2.55,6.64,Consumer Services
DKS,1.62,2.36,-0.33130000000000004,0.0635,16.29,0.92,0.57,2.34,Consumer Services
DLR,3.13,4.71,-0.0138,0.37579999999999997,50.74,1.95,8.6,11.88,Consumer Services
DGI,0.0,1.65,-0.1321,0.6049,176.27,-4098.68,2.54,2.43,Consumer Services
DDS,0.56,0.91,-0.34490000000000004,0.1184,10.7,-3.66,0.24,4.28,Consumer Services
DIN,8.08,3.52,-0.4631,0.008100000000000001,9.93,2.54,1.38,2.2,Consumer Services
DPLO,0.0,1.9,-0.5511,0.4269,69.64,1.88,0.26,5.97,Health Care
DFS,2.03,2.11,-0.1955,0.1884,10.21,1.16,3.12,2.22,Finance
DLB,1.11,2.52,-0.0731,0.1336,27.7,1.97,4.95,7.96,Miscellaneous
DG,1.44,3.69,-0.2535,0.0875,16.33,2.41,0.91,2.4,Consumer Services
DDC,4.31,0.87,-0.0645,0.6124,6385.0,0.4,1.84,1.12,Basic Industries
D,3.73,3.41,-0.002,0.16570000000000001,22.68,5.6,4.17,7.79,Public Utilities
DM,3.71,1.44,-0.1202,0.2796,21.75,1.93,6.0,7.67,Public Utilities
UFS,4.57,0.85,-0.18530000000000002,0.1093,15.79,4.34,0.44,6.07,Basic Industries
DCI,1.49,7.97,-0.021,0.41840000000000005,28.64,2.96,2.73,7.37,Capital Goods
DFIN,0.0,6.1,-0.2086,0.2732,13.74,-2.86,0.75,2.2,Consumer Services
LPG,0.0,0.46,-0.33759999999999996,0.6331,26.97,-1.58,2.18,16.55,Transportation
PLOW,3.28,3.11,-0.188,0.375,21.93,2.09,1.5,5.93,Capital Goods
DEI,2.4,3.15,-0.0682,0.1518,66.1,11.4,7.62,6.05,Consumer Services
DOV,2.14,3.22,-0.0225,0.2905,22.3,1.55,1.82,1.77,Technology
DDE,0.0,0.32,-0.07440000000000001,0.21739999999999998,56.0,0.0,0.2,0.07,Consumer Services
DVD,2.44,1.47,-0.1929,0.1389,22.78,0.0,1.65,1.24,Consumer Services
DOW,3.03,2.74,-0.0666,0.2852,15.04,2.14,1.46,3.35,Basic Industries
DPS,2.49,7.82,-0.0605,0.153,20.57,2.3,2.65,6.06,Consumer Non-Durables
RDY,0.8,3.29,-0.3188,0.0068000000000000005,33.14,0.0,2.83,11.73,Health Care
DRD,12.58,1.39,-0.6451,0.015700000000000002,38.92,0.0,0.72,2.62,Basic Industries
DRQ,0.0,1.38,-0.2759,0.07139999999999999,33.52,-6.38,3.85,8.9,Energy
DST,1.2,3.08,-0.07200000000000001,0.2632,6.35,1.84,2.35,2.0,Technology
DSW,4.76,1.43,-0.3619,0.046900000000000004,11.61,3.89,0.5,3.42,Consumer Services
DTE,3.03,2.13,-0.0027,0.21739999999999998,19.16,4.46,1.73,3.76,Public Utilities
DCO,0.0,1.69,-0.1012,0.9196,26.36,78.87,0.67,2.66,Capital Goods
DUK,4.02,1.45,-0.0305,0.17600000000000002,27.13,7.24,2.62,3.14,Public Utilities
DUKH,0.0,0.43,-0.057800000000000004,0.10769999999999999,8.17,0.0,0.79,0.0,Public Utilities
DRE,2.63,2.96,-0.0134,0.2477,30.11,13.37,11.21,3.29,Consumer Services
DFT,3.64,5.52,-0.0223,0.4475,30.98,15.12,8.04,7.97,Finance
DY,0.0,4.23,-0.2521,0.1766,16.27,1.23,0.86,9.43,Basic Industries
DLNG,11.69,1.74,-0.1868,0.17579999999999998,8.62,-1.34,3.02,0.72,Consumer Services
DX,11.72,0.91,-0.0894,0.0678,4.24,-0.82,3.51,2.83,Consumer Services
DD,1.96,5.99,-0.054900000000000004,0.2737,28.54,2.5,2.69,1.75,Basic Industries
SSP,0.0,1.52,-0.2762,0.4375,24.45,11.63,1.52,0.0,Consumer Services
EXP,0.42,3.83,-0.1405,0.3348,23.19,2.2,3.81,3.68,Capital Goods
DEA,4.98,1.34,-0.07200000000000001,0.1059,194.51,0.0,6.72,2.93,Consumer Services
EGP,3.05,4.1,-0.0137,0.2774,30.8,5.87,10.67,6.99,Consumer Services
EMN,2.56,2.5,-0.0301,0.27449999999999997,13.44,1.21,1.28,2.99,Basic Industries
ETN,3.1,2.28,-0.022099999999999998,0.42840000000000006,18.07,1.61,1.75,3.0,Technology
EV,2.35,6.7,-0.024300000000000002,0.4343,20.73,1.22,3.72,8.56,Finance
ECT,16.38,0.68,-0.28809999999999997,0.2727,8.11,0.0,6.36,2.23,Energy
ECL,1.14,5.55,-0.0014000000000000002,0.1866,31.02,2.29,2.86,4.49,Basic Industries
EC,1.64,1.32,-0.07429999999999999,0.2536,36.88,0.0,1.13,5.85,Energy
EIX,2.71,2.16,-0.0168,0.1856,18.94,4.62,2.19,2.72,Public Utilities
EDR,3.95,1.58,-0.21489999999999998,0.037599999999999995,62.9,7.81,9.34,17.37,Consumer Services
EW,0.0,8.76,-0.0616,0.40840000000000004,37.98,2.12,7.6,0.73,Health Care
EHIC,0.0,1.11,-0.18989999999999999,0.24170000000000003,143.86,0.0,2.07,15.74,Consumer Services
EE,2.31,2.05,-0.0102,0.2568,21.98,3.3,2.42,2.11,Public Utilities
LLY,2.66,5.9,-0.1,0.2161,37.74,1.54,3.83,2.41,Health Care
ELLI,0.0,5.43,-0.0174,0.428,83.82,3.08,9.89,7.32,Technology
EFC,10.6,0.86,-0.0593,0.1092,24.92,0.62,7.95,0.27,Finance
EARN,11.03,0.94,-0.0733,0.19079999999999997,9.34,-1.87,4.08,5.15,Consumer Services
ERJ,0.63,3.84,-0.1932,0.18,140.77,1.01,2.42,1.78,Capital Goods
EME,0.5,2.48,-0.1344,0.3981,19.38,1.23,0.49,1.37,Capital Goods
EEX,0.0,2.44,-0.0444,0.1516,62.32,0.43,4.1,0.0,Miscellaneous
EBS,0.0,2.03,-0.27649999999999997,0.3122,25.52,1.19,2.46,9.94,Health Care
EMR,3.24,4.77,-0.08449999999999999,0.2161,25.17,2.81,2.65,0.0,Energy
ESRT,2.0,2.87,-0.065,0.1393,55.19,0.0,4.94,9.62,Consumer Services
EIG,1.49,1.5,-0.04769999999999999,0.47909999999999997,12.18,1.79,1.66,2.12,Finance
ENBL,7.97,0.93,-0.0808,0.3356,21.63,0.89,2.83,2.13,Public Utilities
ENB,4.59,1.67,-0.14880000000000002,0.0183,44.12,4.28,2.38,1.27,Energy
EXK,0.0,2.66,-0.5075999999999999,0.0616,46.51,0.0,2.46,1.34,Basic Industries
NDRO,9.24,1.03,-0.2967,0.0159,13.28,-0.38,12.64,0.83,Energy
ENIA,2.75,1.7,-0.1346,0.2427,15.53,0.0,1.38,0.9,Public Utilities
ENIC,4.31,1.28,-0.08220000000000001,0.3129,7.97,0.0,1.28,0.84,Public Utilities
EOCC,2.86,2.51,-0.1589,0.2752,9.07,0.51,2.6,1.29,Public Utilities
EGN,0.0,1.71,-0.12269999999999999,0.30579999999999996,80.07,3.19,8.44,3.9,Energy
ENR,2.02,50.33,-0.0916,0.3002,18.16,1.78,1.96,8.24,Miscellaneous
EPC,0.0,2.29,-0.1664,0.0536,22.8,2.16,1.8,7.59,Consumer Non-Durables
ERF,1.0,1.7,-0.2217,0.5490999999999999,4.08,0.17,3.38,2.09,Energy
ENS,0.84,3.43,-0.0123,0.5019,27.11,2.93,1.54,1.29,Consumer Non-Durables
E,5.34,1.01,-0.0722,0.22829999999999998,178.44,0.0,0.88,1.42,Energy
EBF,4.31,1.64,-0.2059,0.125,234.78,3.01,1.16,7.55,Consumer Services
ENVA,0.0,1.76,-0.1355,1.0711,11.73,0.0,0.65,7.57,Finance
NPO,1.34,3.89,-0.1202,0.5482,108.19,5.25,1.18,3.81,Basic Industries
ESV,0.59,0.25,-0.4435,0.0308,2.94,0.57,0.85,2.74,Energy
ETM,3.03,1.04,-0.3686,0.0885,18.46,5.11,0.87,8.6,Consumer Services
EAB,0.0,0.5122,-0.059384,0.180258,7.3407,0.0,0.5542,0.0,Public Utilities
EAE,0.0,0.51,-0.0745,0.2579,7.22,0.0,0.55,0.0,Public Utilities
ENJ,0.0,0.49,-0.12179999999999999,0.1416,4.46,0.0,0.31,0.0,Public Utilities
EZT,0.0,1.1253,-0.070872,0.08629400000000001,11.739,0.0,0.7589,0.0,Public Utilities
EPD,6.13,2.56,-0.11109999999999999,0.1199,21.77,2.21,2.28,5.78,Public Utilities
EVC,2.17,2.77,-0.2688,0.19390000000000002,25.43,1.16,2.01,1.22,Consumer Services
EVA,7.96,1.98,-0.0882,0.44520000000000004,31.63,0.0,1.53,1.06,Basic Industries
ENZ,0.0,4.78,-0.062,0.8606999999999999,13.33,0.0,3.97,4.73,Health Care
EPAM,0.0,5.25,-0.0167,0.5432,45.24,1.39,3.61,3.05,Technology
EPR,5.64,2.08,-0.1605,0.0852,22.57,3.12,10.77,5.82,Consumer Services
EQM,4.78,2.93,-0.10400000000000001,0.0746,14.35,1.83,7.97,11.22,Public Utilities
EFX,1.14,5.71,-0.024700000000000003,0.2305,30.66,2.06,5.07,3.82,Finance
EQC,0.0,1.22,-0.0397,0.1134,21.05,0.0,8.35,1.91,Consumer Services
EQCO,0.0,0.985,-0.04166,0.1007,16.937,0.0,6.732,0.0,Consumer Services
ELS,2.29,8.18,-0.0223,0.2778,42.51,3.73,8.33,3.45,Consumer Services
EQR,3.1,2.33,-0.0889,0.1182,28.33,17.72,9.91,4.72,Consumer Services
EROS,0.0,0.84,-0.4841,0.185,115.17,4.35,2.53,13.91,Consumer Services
ESE,0.56,2.34,-0.0509,0.5081,29.82,1.71,2.45,2.96,Consumer Durables
ESNT,0.0,2.41,-0.0661,0.8547,14.13,0.78,7.05,2.23,Finance
ESS,2.73,2.68,-0.006999999999999999,0.2814,32.83,6.84,12.42,6.64,Consumer Services
EL,1.45,8.32,-0.0176,0.2444,31.4,2.85,2.96,3.69,Consumer Non-Durables
ESL,0.0,1.76,-0.008199999999999999,0.7093,21.69,1.72,1.42,4.17,Capital Goods
ETH,2.8,1.87,-0.2938,0.020499999999999997,18.49,1.34,0.97,13.52,Consumer Durables
EURN,18.9,0.61,-0.3211,0.1128,9.38,-3.52,1.85,6.56,Transportation
EVER,1.23,1.3,-0.0040999999999999995,0.4179,17.07,0.96,2.65,1.63,Finance
EVR,1.94,5.16,-0.1483,0.7584000000000001,17.25,2.93,1.83,2.91,Finance
RE,2.01,1.22,-0.0373,0.4697,9.28,-4.05,1.69,4.04,Finance
ES,3.07,1.8,-0.0087,0.2144,20.4,3.28,2.53,3.33,Public Utilities
EVTC,2.44,9.83,-0.1183,0.159,15.49,2.13,3.03,1.97,Technology
EXC,3.64,1.26,-0.0499,0.20120000000000002,17.05,6.08,1.03,4.14,Public Utilities
EXCU,0.0,1.84,-0.021,0.19210000000000002,20.18,0.0,0.04,1.01,Public Utilities
EXPR,0.0,0.96,-0.5207999999999999,0.0565,10.75,0.96,0.28,3.05,Consumer Services
STAY,4.71,4.37,-0.0461,0.3685,46.45,4.19,2.72,0.6,Consumer Services
EXR,3.95,4.44,-0.1773,0.14550000000000002,27.0,4.9,9.55,8.96,Consumer Services
XOM,3.77,1.96,-0.1465,0.015600000000000001,34.02,0.59,1.64,1.92,Energy
FNB,3.52,1.03,-0.1777,0.1557,18.46,0.93,5.47,3.83,Finance
FN,0.0,2.13,-0.2605,0.14800000000000002,15.43,1.23,1.04,3.62,Public Utilities
FDS,1.38,12.94,-0.11810000000000001,0.08410000000000001,19.02,2.08,5.52,12.73,Technology
FICO,0.06,9.64,-0.0394,0.2633,33.21,2.59,4.46,5.49,Miscellaneous
FPI,5.11,1.0,-0.1703,0.043,584.71,0.0,9.59,2.98,Consumer Services
FBK,0.0,2.64,-0.0435,0.8632,19.81,0.0,3.5,9.9,Finance
FFG,2.81,1.32,-0.23550000000000001,0.1195,14.72,1.04,2.14,2.89,Finance
FCB,0.0,1.88,-0.081,0.4462,17.39,1.1,6.66,2.01,Finance
AGM,2.29,1.44,-0.0518,0.9093000000000001,9.1,1.4,3.86,4.45,Finance
FRT,3.08,4.67,-0.2616,0.0377,39.67,8.01,11.35,4.08,Consumer Services
FSS,1.75,2.4,-0.0704,0.3682,26.15,2.1,1.34,3.48,Capital Goods
FII,3.77,4.24,-0.18899999999999997,0.0958,12.91,10.2,2.27,11.65,Finance
FDX,0.82,3.43,-0.0363,0.3397,27.62,1.39,0.9,2.64,Transportation
RACE,0.81,31.21,-0.003,1.2087,33.35,2.22,4.57,8.57,Capital Goods
FOE,0.0,5.13,-0.0672,0.4515,131.31,1.06,1.2,2.56,Basic Industries
FCAU,0.0,0.75,-0.0944,0.9358,7.51,0.22,0.13,5.41,Capital Goods
FBR,2.03,1.39,-0.0159,0.924,19.54,0.0,2.11,4.32,Basic Industries
FGL,0.85,0.94,-0.0032,0.4645,10.63,0.97,1.39,24.91,Finance
FNF,2.39,1.91,-0.0016,0.3407,18.19,15.1,1.17,2.91,Finance
FIS,1.36,2.84,-0.0042,0.2536,43.53,1.53,3.03,2.66,Miscellaneous
FAF,3.14,1.56,-0.015300000000000001,0.2217,13.74,1.81,0.84,6.15,Finance
FBP,0.0,0.65,-0.2369,0.4986,12.51,0.99,2.45,2.17,Finance
FCFS,1.42,1.74,-0.0218,0.3505,27.12,2.07,1.91,7.28,Consumer Services
FCF,2.54,1.47,-0.1465,0.474,17.59,2.97,4.41,10.32,Finance
FDC,0.0,11.23,-0.022000000000000002,0.6808,30.04,0.62,1.95,6.46,Miscellaneous
FHN,2.1,1.7,-0.1804,0.37079999999999996,17.61,1.19,3.15,3.71,Finance
FR,2.7,2.73,-0.0329,0.18539999999999998,26.3,4.67,8.89,3.13,Consumer Services
AG,0.0,2.28,-0.5452,0.3157,75.74,1.55,5.11,2.65,Basic Industries
FPO,3.69,1.33,-0.0407,0.3546,16.87,0.0,4.04,2.49,Consumer Services
OAKS,11.28,0.88,-0.11470000000000001,0.21239999999999998,10.79,-0.66,3.75,9.94,Consumer Services
FBC,0.0,1.2,-0.0453,0.3457,11.37,6.45,2.12,3.21,Finance
FLT,0.0,3.89,-0.1703,0.2045,29.94,1.13,6.72,1.9,Miscellaneous
FND,0.0,23.72,-0.0167,0.44299999999999995,87.02,2.67,3.03,0.0,Consumer Services
FLO,3.46,3.11,-0.1162,0.2934,23.52,3.27,0.99,7.17,Consumer Non-Durables
FLS,1.59,3.71,-0.08380000000000001,0.22920000000000001,51.72,1.78,1.6,4.81,Capital Goods
FLR,1.85,1.97,-0.22940000000000002,0.021099999999999997,26.62,1.16,0.33,2.87,Basic Industries
FMC,0.88,5.38,-0.0101,0.8001999999999999,281.84,2.36,3.08,2.41,Basic Industries
FMX,1.41,2.38,-0.0557,0.293,30.44,1.95,1.55,2.19,Consumer Non-Durables
FL,2.08,2.8,-0.2469,0.1752,12.27,1.53,1.02,0.19,Consumer Services
F,5.52,1.41,-0.22149999999999997,0.024399999999999998,11.64,-2.16,0.28,2.77,Capital Goods
FOR,0.0,1.01,-0.0208,0.33020000000000005,6.78,2.83,3.25,1.59,Finance
FTS,3.96,1.37,-0.051399999999999994,0.1283,21.31,0.0,2.53,12.24,Public Utilities
FTV,0.44,7.64,-0.0118,0.37200000000000005,24.92,2.68,3.51,1.26,Capital Goods
FIG,4.53,3.14,-0.011200000000000002,0.8818,20.57,0.2,1.86,0.08,Finance
FSM,0.0,1.65,-0.5169,0.146,36.23,0.0,3.59,1.52,Basic Industries
FBHS,1.15,4.0,-0.0479,0.2075,22.94,2.07,1.92,1.94,Basic Industries
FCPT,4.0,3.11,-0.0024,0.46380000000000005,18.86,0.0,11.59,2.96,Consumer Services
FNV,1.55,3.14,-0.0933,0.3804,96.7,2.96,20.38,6.38,Basic Industries
FSB,0.0,1.87,-0.1038,0.33,16.26,1.49,5.42,7.52,Finance
BEN,1.92,1.92,-0.059800000000000006,0.36450000000000005,13.43,-10.61,3.65,3.77,Finance
FCX,0.0,2.68,-0.3159,0.263,62.41,0.2,1.13,2.41,Basic Industries
FMS,1.11,2.55,-0.0189,0.22519999999999998,20.86,2.38,1.46,5.02,Health Care
FDP,1.14,1.48,-0.2169,0.0241,14.31,1.98,0.67,9.31,Consumer Non-Durables
FRO,9.97,0.68,-0.4592,0.0274,7.56,4.53,1.36,6.76,Transportation
FCN,0.0,1.17,-0.2672,0.023399999999999997,20.74,1.5,0.78,5.87,Consumer Services
FF,1.73,1.79,-0.1592,0.4268,12.37,0.0,2.33,5.28,Basic Industries
GCAP,4.05,1.03,-0.312,0.326,54.73,2.6,0.81,6.89,Finance
GME,6.44,1.05,-0.31989999999999996,0.10550000000000001,6.62,0.53,0.28,9.33,Consumer Services
GPS,4.18,3.05,-0.2707,0.2652,12.96,1.9,0.56,0.06,Consumer Services
IT,0.0,95.22,-0.008,0.3925,53.51,1.8,4.24,5.2,Consumer Services
GLOP,8.66,1.22,-0.0833,0.2833,10.47,2.0,3.84,1.38,Consumer Services
GATX,2.76,1.72,-0.0712,0.4725,9.86,0.89,1.7,39.4,Consumer Services
GZT,4.27,0.85,-0.1094,0.1771,8.98,0.0,1.41,7.73,Finance
GNRT,0.0,0.27,-0.38060000000000005,0.3778,12.4,0.0,0.99,4.18,Transportation
GNRC,0.0,5.19,-0.2232,0.077,22.17,1.47,1.47,11.84,Consumer Durables
GD,1.67,5.73,-0.0017000000000000001,0.5243,20.28,2.7,1.94,2.25,Capital Goods
GE,3.49,3.2,-0.16820000000000002,0.0129,27.95,1.37,1.99,2.96,Energy
GIS,3.38,8.06,-0.2143,0.0315,21.24,2.99,2.08,3.14,Consumer Non-Durables
GM,4.66,1.06,-0.1422,0.2096,5.12,-1.16,0.29,3.33,Capital Goods
GCO,0.0,0.67,-0.5047999999999999,0.09539999999999998,8.11,0.8,0.21,10.67,Consumer Services
GWR,0.0,1.38,-0.1766,0.2731,28.2,2.89,2.0,6.2,Transportation
GEL,9.13,1.75,-0.23010000000000003,0.0675,34.64,6.86,2.21,7.01,Energy
G,0.89,4.42,-0.0471,0.20149999999999998,21.31,1.58,2.02,3.33,Consumer Services
GPC,2.96,4.18,-0.1198,0.077,20.19,2.5,0.87,3.41,Capital Goods
GEO,6.04,3.05,-0.1014,1.845,22.14,1.57,1.71,1.0,Consumer Services
GTY,4.39,2.03,-0.0483,0.259,21.67,0.0,7.71,8.09,Finance
GGP,3.71,2.53,-0.2944,0.076,18.12,7.7,8.26,6.01,Consumer Services
GIMO,0.0,5.11,-0.3624,0.37020000000000003,33.26,2.07,4.59,1.77,Technology
GIL,1.19,3.08,-0.1124,0.21359999999999998,18.15,1.34,2.4,11.25,Consumer Non-Durables
GLT,2.83,1.19,-0.2849,0.045700000000000005,47.78,1.46,0.5,4.47,Basic Industries
GKOS,0.0,11.13,-0.2389,0.7021999999999999,363.18,1.57,10.76,3.61,Health Care
GSK,4.58,47.2,-0.0638,0.147,48.71,1.15,2.79,2.04,Health Care
BRSS,0.49,6.36,-0.2284,0.35159999999999997,18.1,1.13,0.48,1.55,Capital Goods
GNL,9.4,1.14,-0.10300000000000001,2.2731,28.35,0.0,6.77,2.57,Consumer Services
GPN,0.04,5.16,-0.0129,0.42119999999999996,72.27,1.34,3.46,4.68,Miscellaneous
GLOB,0.0,6.22,-0.1553,0.29,38.7,1.56,4.06,11.71,Technology
GMED,0.0,3.42,-0.0662,0.6036,28.32,2.26,5.13,10.33,Health Care
GMS,0.0,2.7,-0.1114,0.7049,29.37,0.98,0.6,0.27,Consumer Services
GFI,2.12,1.01,-0.4227,0.4654,19.05,0.0,1.13,1.18,Basic Industries
GG,0.59,0.85,-0.3268,0.152,46.99,0.78,3.36,2.68,Basic Industries
GS,1.35,1.2,-0.12390000000000001,0.6174000000000001,11.89,0.96,2.82,1.42,Finance
GRC,1.88,2.08,-0.2891,0.09820000000000001,27.0,1.75,1.7,8.71,Capital Goods
GPX,0.0,2.39,-0.16829999999999998,0.2736,20.45,1.29,0.83,3.99,Consumer Services
GGG,1.31,10.73,-0.0207,0.5777,102.03,2.76,4.46,10.05,Capital Goods
GHM,1.63,1.89,-0.1348,0.2583,57.37,3.32,2.37,2.36,Technology
GPT,5.1,1.58,-0.0226,0.2208,115.79,0.0,8.41,7.17,Consumer Services
